id,category,question,opt1,opt2,opt3,opt4,opt5,opt6,trait_axis
545,Entertainment & Pop Culture,What movie or show genre pulls you in without fail (With Strangers)?,Psychological thrillers and plot twists,Gripping anime series with heavy emotion,High-octane sci-fi or cyberpunk aesthetics,Dumb laugh-out-loud comedies,Gritty crime dramas or investigative docs,Cozy nostalgic animated features,Entertainment
546,Entertainment & Pop Culture,What movie or show genre pulls you in without fail (With Inner Circle)?,Psychological thrillers and plot twists,Gripping anime series with heavy emotion,High-octane sci-fi or cyberpunk aesthetics,Dumb laugh-out-loud comedies,Gritty crime dramas or investigative docs,Cozy nostalgic animated features,Entertainment
547,Entertainment & Pop Culture,What movie or show genre pulls you in without fail (Looking Back)?,Psychological thrillers and plot twists,Gripping anime series with heavy emotion,High-octane sci-fi or cyberpunk aesthetics,Dumb laugh-out-loud comedies,Gritty crime dramas or investigative docs,Cozy nostalgic animated features,Entertainment
548,Entertainment & Pop Culture,What movie or show genre pulls you in without fail (Looking Ahead)?,Psychological thrillers and plot twists,Gripping anime series with heavy emotion,High-octane sci-fi or cyberpunk aesthetics,Dumb laugh-out-loud comedies,Gritty crime dramas or investigative docs,Cozy nostalgic animated features,Entertainment
549,Entertainment & Pop Culture,What movie or show genre pulls you in without fail (Raw Instinct)?,Psychological thrillers and plot twists,Gripping anime series with heavy emotion,High-octane sci-fi or cyberpunk aesthetics,Dumb laugh-out-loud comedies,Gritty crime dramas or investigative docs,Cozy nostalgic animated features,Entertainment
550,Entertainment & Pop Culture,What movie or show genre pulls you in without fail (Calculated)?,Psychological thrillers and plot twists,Gripping anime series with heavy emotion,High-octane sci-fi or cyberpunk aesthetics,Dumb laugh-out-loud comedies,Gritty crime dramas or investigative docs,Cozy nostalgic animated features,Entertainment
551,Entertainment & Pop Culture,What movie or show genre pulls you in without fail (Deep Focus)?,Psychological thrillers and plot twists,Gripping anime series with heavy emotion,High-octane sci-fi or cyberpunk aesthetics,Dumb laugh-out-loud comedies,Gritty crime dramas or investigative docs,Cozy nostalgic animated features,Entertainment
552,Entertainment & Pop Culture,What movie or show genre pulls you in without fail (Late Night)?,Psychological thrillers and plot twists,Gripping anime series with heavy emotion,High-octane sci-fi or cyberpunk aesthetics,Dumb laugh-out-loud comedies,Gritty crime dramas or investigative docs,Cozy nostalgic animated features,Entertainment
553,Entertainment & Pop Culture,What movie or show genre pulls you in without fail (Social Vibe)?,Psychological thrillers and plot twists,Gripping anime series with heavy emotion,High-octane sci-fi or cyberpunk aesthetics,Dumb laugh-out-loud comedies,Gritty crime dramas or investigative docs,Cozy nostalgic animated features,Entertainment
554,Entertainment & Pop Culture,What movie or show genre pulls you in without fail (Solo Mode)?,Psychological thrillers and plot twists,Gripping anime series with heavy emotion,High-octane sci-fi or cyberpunk aesthetics,Dumb laugh-out-loud comedies,Gritty crime dramas or investigative docs,Cozy nostalgic animated features,Entertainment
555,Entertainment & Pop Culture,What movie or show genre pulls you in without fail (Real Talk)?,Psychological thrillers and plot twists,Gripping anime series with heavy emotion,High-octane sci-fi or cyberpunk aesthetics,Dumb laugh-out-loud comedies,Gritty crime dramas or investigative docs,Cozy nostalgic animated features,Entertainment
556,Entertainment & Pop Culture,What is your gaming setup or preference (Perspective A)?,Competitive PC gaming with high refresh rate,Cozy sandbox games like modded Minecraft,Story-driven single-player cinematic adventures,Casual multiplayer sessions with friends on Discord,Mobile games to kill time on transit,"Don't really play games, prefer videos or music",Entertainment
557,Entertainment & Pop Culture,What is your gaming setup or preference (Perspective B)?,Competitive PC gaming with high refresh rate,Cozy sandbox games like modded Minecraft,Story-driven single-player cinematic adventures,Casual multiplayer sessions with friends on Discord,Mobile games to kill time on transit,"Don't really play games, prefer videos or music",Entertainment
558,Entertainment & Pop Culture,What is your gaming setup or preference (In High-Stress)?,Competitive PC gaming with high refresh rate,Cozy sandbox games like modded Minecraft,Story-driven single-player cinematic adventures,Casual multiplayer sessions with friends on Discord,Mobile games to kill time on transit,"Don't really play games, prefer videos or music",Entertainment
559,Entertainment & Pop Culture,What is your gaming setup or preference (On Weekends)?,Competitive PC gaming with high refresh rate,Cozy sandbox games like modded Minecraft,Story-driven single-player cinematic adventures,Casual multiplayer sessions with friends on Discord,Mobile games to kill time on transit,"Don't really play games, prefer videos or music",Entertainment
560,Entertainment & Pop Culture,What is your gaming setup or preference (With Strangers)?,Competitive PC gaming with high refresh rate,Cozy sandbox games like modded Minecraft,Story-driven single-player cinematic adventures,Casual multiplayer sessions with friends on Discord,Mobile games to kill time on transit,"Don't really play games, prefer videos or music",Entertainment
561,Entertainment & Pop Culture,What is your gaming setup or preference (With Inner Circle)?,Competitive PC gaming with high refresh rate,Cozy sandbox games like modded Minecraft,Story-driven single-player cinematic adventures,Casual multiplayer sessions with friends on Discord,Mobile games to kill time on transit,"Don't really play games, prefer videos or music",Entertainment
562,Entertainment & Pop Culture,What is your gaming setup or preference (Looking Back)?,Competitive PC gaming with high refresh rate,Cozy sandbox games like modded Minecraft,Story-driven single-player cinematic adventures,Casual multiplayer sessions with friends on Discord,Mobile games to kill time on transit,"Don't really play games, prefer videos or music",Entertainment
563,Entertainment & Pop Culture,What is your gaming setup or preference (Looking Ahead)?,Competitive PC gaming with high refresh rate,Cozy sandbox games like modded Minecraft,Story-driven single-player cinematic adventures,Casual multiplayer sessions with friends on Discord,Mobile games to kill time on transit,"Don't really play games, prefer videos or music",Entertainment
564,Entertainment & Pop Culture,What is your gaming setup or preference (Raw Instinct)?,Competitive PC gaming with high refresh rate,Cozy sandbox games like modded Minecraft,Story-driven single-player cinematic adventures,Casual multiplayer sessions with friends on Discord,Mobile games to kill time on transit,"Don't really play games, prefer videos or music",Entertainment
565,Entertainment & Pop Culture,What is your gaming setup or preference (Calculated)?,Competitive PC gaming with high refresh rate,Cozy sandbox games like modded Minecraft,Story-driven single-player cinematic adventures,Casual multiplayer sessions with friends on Discord,Mobile games to kill time on transit,"Don't really play games, prefer videos or music",Entertainment
566,Entertainment & Pop Culture,What is your gaming setup or preference (Deep Focus)?,Competitive PC gaming with high refresh rate,Cozy sandbox games like modded Minecraft,Story-driven single-player cinematic adventures,Casual multiplayer sessions with friends on Discord,Mobile games to kill time on transit,"Don't really play games, prefer videos or music",Entertainment
567,Entertainment & Pop Culture,What is your gaming setup or preference (Late Night)?,Competitive PC gaming with high refresh rate,Cozy sandbox games like modded Minecraft,Story-driven single-player cinematic adventures,Casual multiplayer sessions with friends on Discord,Mobile games to kill time on transit,"Don't really play games, prefer videos or music",Entertainment
568,Entertainment & Pop Culture,What is your gaming setup or preference (Social Vibe)?,Competitive PC gaming with high refresh rate,Cozy sandbox games like modded Minecraft,Story-driven single-player cinematic adventures,Casual multiplayer sessions with friends on Discord,Mobile games to kill time on transit,"Don't really play games, prefer videos or music",Entertainment
569,Entertainment & Pop Culture,What is your gaming setup or preference (Solo Mode)?,Competitive PC gaming with high refresh rate,Cozy sandbox games like modded Minecraft,Story-driven single-player cinematic adventures,Casual multiplayer sessions with friends on Discord,Mobile games to kill time on transit,"Don't really play games, prefer videos or music",Entertainment
570,Entertainment & Pop Culture,What is your gaming setup or preference (Real Talk)?,Competitive PC gaming with high refresh rate,Cozy sandbox games like modded Minecraft,Story-driven single-player cinematic adventures,Casual multiplayer sessions with friends on Discord,Mobile games to kill time on transit,"Don't really play games, prefer videos or music",Entertainment
571,Entertainment & Pop Culture,How do you react to spoilers for series you care about (Perspective A)?,Pure fury—spoilers completely ruin the experience,Mild annoyance but still enjoy the execution,Actually look up spoilers intentionally beforehand,Forget the spoiler five minutes after hearing it,Avoid social media entirely until caught up,Indifferent because the journey matters more,Entertainment
572,Entertainment & Pop Culture,How do you react to spoilers for series you care about (Perspective B)?,Pure fury—spoilers completely ruin the experience,Mild annoyance but still enjoy the execution,Actually look up spoilers intentionally beforehand,Forget the spoiler five minutes after hearing it,Avoid social media entirely until caught up,Indifferent because the journey matters more,Entertainment
573,Entertainment & Pop Culture,How do you react to spoilers for series you care about (In High-Stress)?,Pure fury—spoilers completely ruin the experience,Mild annoyance but still enjoy the execution,Actually look up spoilers intentionally beforehand,Forget the spoiler five minutes after hearing it,Avoid social media entirely until caught up,Indifferent because the journey matters more,Entertainment
574,Entertainment & Pop Culture,How do you react to spoilers for series you care about (On Weekends)?,Pure fury—spoilers completely ruin the experience,Mild annoyance but still enjoy the execution,Actually look up spoilers intentionally beforehand,Forget the spoiler five minutes after hearing it,Avoid social media entirely until caught up,Indifferent because the journey matters more,Entertainment
575,Entertainment & Pop Culture,How do you react to spoilers for series you care about (With Strangers)?,Pure fury—spoilers completely ruin the experience,Mild annoyance but still enjoy the execution,Actually look up spoilers intentionally beforehand,Forget the spoiler five minutes after hearing it,Avoid social media entirely until caught up,Indifferent because the journey matters more,Entertainment
576,Entertainment & Pop Culture,How do you react to spoilers for series you care about (With Inner Circle)?,Pure fury—spoilers completely ruin the experience,Mild annoyance but still enjoy the execution,Actually look up spoilers intentionally beforehand,Forget the spoiler five minutes after hearing it,Avoid social media entirely until caught up,Indifferent because the journey matters more,Entertainment
577,Entertainment & Pop Culture,How do you react to spoilers for series you care about (Looking Back)?,Pure fury—spoilers completely ruin the experience,Mild annoyance but still enjoy the execution,Actually look up spoilers intentionally beforehand,Forget the spoiler five minutes after hearing it,Avoid social media entirely until caught up,Indifferent because the journey matters more,Entertainment
578,Entertainment & Pop Culture,How do you react to spoilers for series you care about (Looking Ahead)?,Pure fury—spoilers completely ruin the experience,Mild annoyance but still enjoy the execution,Actually look up spoilers intentionally beforehand,Forget the spoiler five minutes after hearing it,Avoid social media entirely until caught up,Indifferent because the journey matters more,Entertainment
579,Entertainment & Pop Culture,How do you react to spoilers for series you care about (Raw Instinct)?,Pure fury—spoilers completely ruin the experience,Mild annoyance but still enjoy the execution,Actually look up spoilers intentionally beforehand,Forget the spoiler five minutes after hearing it,Avoid social media entirely until caught up,Indifferent because the journey matters more,Entertainment
580,Entertainment & Pop Culture,How do you react to spoilers for series you care about (Calculated)?,Pure fury—spoilers completely ruin the experience,Mild annoyance but still enjoy the execution,Actually look up spoilers intentionally beforehand,Forget the spoiler five minutes after hearing it,Avoid social media entirely until caught up,Indifferent because the journey matters more,Entertainment
581,Entertainment & Pop Culture,How do you react to spoilers for series you care about (Deep Focus)?,Pure fury—spoilers completely ruin the experience,Mild annoyance but still enjoy the execution,Actually look up spoilers intentionally beforehand,Forget the spoiler five minutes after hearing it,Avoid social media entirely until caught up,Indifferent because the journey matters more,Entertainment
582,Entertainment & Pop Culture,How do you react to spoilers for series you care about (Late Night)?,Pure fury—spoilers completely ruin the experience,Mild annoyance but still enjoy the execution,Actually look up spoilers intentionally beforehand,Forget the spoiler five minutes after hearing it,Avoid social media entirely until caught up,Indifferent because the journey matters more,Entertainment
583,Entertainment & Pop Culture,How do you react to spoilers for series you care about (Social Vibe)?,Pure fury—spoilers completely ruin the experience,Mild annoyance but still enjoy the execution,Actually look up spoilers intentionally beforehand,Forget the spoiler five minutes after hearing it,Avoid social media entirely until caught up,Indifferent because the journey matters more,Entertainment
584,Entertainment & Pop Culture,How do you react to spoilers for series you care about (Solo Mode)?,Pure fury—spoilers completely ruin the experience,Mild annoyance but still enjoy the execution,Actually look up spoilers intentionally beforehand,Forget the spoiler five minutes after hearing it,Avoid social media entirely until caught up,Indifferent because the journey matters more,Entertainment
585,Entertainment & Pop Culture,How do you react to spoilers for series you care about (Real Talk)?,Pure fury—spoilers completely ruin the experience,Mild annoyance but still enjoy the execution,Actually look up spoilers intentionally beforehand,Forget the spoiler five minutes after hearing it,Avoid social media entirely until caught up,Indifferent because the journey matters more,Entertainment
586,Entertainment & Pop Culture,What type of YouTube or online video content do you binge (Perspective A)?,In-depth tech reviews and PC hardware teardowns,"Video essays on media, games, or culture",Short-form tech humor and meme reels,Atmospheric driving or late-night walking vlogs,Documentaries on weird niche historical events,Gaming highlights and speedruns,Entertainment
587,Entertainment & Pop Culture,What type of YouTube or online video content do you binge (Perspective B)?,In-depth tech reviews and PC hardware teardowns,"Video essays on media, games, or culture",Short-form tech humor and meme reels,Atmospheric driving or late-night walking vlogs,Documentaries on weird niche historical events,Gaming highlights and speedruns,Entertainment
588,Entertainment & Pop Culture,What type of YouTube or online video content do you binge (In High-Stress)?,In-depth tech reviews and PC hardware teardowns,"Video essays on media, games, or culture",Short-form tech humor and meme reels,Atmospheric driving or late-night walking vlogs,Documentaries on weird niche historical events,Gaming highlights and speedruns,Entertainment
589,Entertainment & Pop Culture,What type of YouTube or online video content do you binge (On Weekends)?,In-depth tech reviews and PC hardware teardowns,"Video essays on media, games, or culture",Short-form tech humor and meme reels,Atmospheric driving or late-night walking vlogs,Documentaries on weird niche historical events,Gaming highlights and speedruns,Entertainment
590,Entertainment & Pop Culture,What type of YouTube or online video content do you binge (With Strangers)?,In-depth tech reviews and PC hardware teardowns,"Video essays on media, games, or culture",Short-form tech humor and meme reels,Atmospheric driving or late-night walking vlogs,Documentaries on weird niche historical events,Gaming highlights and speedruns,Entertainment
591,Entertainment & Pop Culture,What type of YouTube or online video content do you binge (With Inner Circle)?,In-depth tech reviews and PC hardware teardowns,"Video essays on media, games, or culture",Short-form tech humor and meme reels,Atmospheric driving or late-night walking vlogs,Documentaries on weird niche historical events,Gaming highlights and speedruns,Entertainment
592,Entertainment & Pop Culture,What type of YouTube or online video content do you binge (Looking Back)?,In-depth tech reviews and PC hardware teardowns,"Video essays on media, games, or culture",Short-form tech humor and meme reels,Atmospheric driving or late-night walking vlogs,Documentaries on weird niche historical events,Gaming highlights and speedruns,Entertainment
593,Entertainment & Pop Culture,What type of YouTube or online video content do you binge (Looking Ahead)?,In-depth tech reviews and PC hardware teardowns,"Video essays on media, games, or culture",Short-form tech humor and meme reels,Atmospheric driving or late-night walking vlogs,Documentaries on weird niche historical events,Gaming highlights and speedruns,Entertainment
594,Entertainment & Pop Culture,What type of YouTube or online video content do you binge (Raw Instinct)?,In-depth tech reviews and PC hardware teardowns,"Video essays on media, games, or culture",Short-form tech humor and meme reels,Atmospheric driving or late-night walking vlogs,Documentaries on weird niche historical events,Gaming highlights and speedruns,Entertainment
595,Entertainment & Pop Culture,What type of YouTube or online video content do you binge (Calculated)?,In-depth tech reviews and PC hardware teardowns,"Video essays on media, games, or culture",Short-form tech humor and meme reels,Atmospheric driving or late-night walking vlogs,Documentaries on weird niche historical events,Gaming highlights and speedruns,Entertainment
596,Entertainment & Pop Culture,What type of YouTube or online video content do you binge (Deep Focus)?,In-depth tech reviews and PC hardware teardowns,"Video essays on media, games, or culture",Short-form tech humor and meme reels,Atmospheric driving or late-night walking vlogs,Documentaries on weird niche historical events,Gaming highlights and speedruns,Entertainment
597,Entertainment & Pop Culture,What type of YouTube or online video content do you binge (Late Night)?,In-depth tech reviews and PC hardware teardowns,"Video essays on media, games, or culture",Short-form tech humor and meme reels,Atmospheric driving or late-night walking vlogs,Documentaries on weird niche historical events,Gaming highlights and speedruns,Entertainment
598,Entertainment & Pop Culture,What type of YouTube or online video content do you binge (Social Vibe)?,In-depth tech reviews and PC hardware teardowns,"Video essays on media, games, or culture",Short-form tech humor and meme reels,Atmospheric driving or late-night walking vlogs,Documentaries on weird niche historical events,Gaming highlights and speedruns,Entertainment
599,Entertainment & Pop Culture,What type of YouTube or online video content do you binge (Solo Mode)?,In-depth tech reviews and PC hardware teardowns,"Video essays on media, games, or culture",Short-form tech humor and meme reels,Atmospheric driving or late-night walking vlogs,Documentaries on weird niche historical events,Gaming highlights and speedruns,Entertainment
600,Entertainment & Pop Culture,What type of YouTube or online video content do you binge (Real Talk)?,In-depth tech reviews and PC hardware teardowns,"Video essays on media, games, or culture",Short-form tech humor and meme reels,Atmospheric driving or late-night walking vlogs,Documentaries on weird niche historical events,Gaming highlights and speedruns,Entertainment
601,Entertainment & Pop Culture,How do you experience concerts or live events (Perspective A)?,Right in the middle of the pit taking in the energy,Standing near the back with clear sightlines and space,Recording aesthetic clips for memory keepsakes,Completely immersed with phone tucked away in pocket,Enjoying the sound and people-watching the crowd,Prefer high-end studio recordings over live chaos,Entertainment
602,Entertainment & Pop Culture,How do you experience concerts or live events (Perspective B)?,Right in the middle of the pit taking in the energy,Standing near the back with clear sightlines and space,Recording aesthetic clips for memory keepsakes,Completely immersed with phone tucked away in pocket,Enjoying the sound and people-watching the crowd,Prefer high-end studio recordings over live chaos,Entertainment
603,Entertainment & Pop Culture,How do you experience concerts or live events (In High-Stress)?,Right in the middle of the pit taking in the energy,Standing near the back with clear sightlines and space,Recording aesthetic clips for memory keepsakes,Completely immersed with phone tucked away in pocket,Enjoying the sound and people-watching the crowd,Prefer high-end studio recordings over live chaos,Entertainment
604,Entertainment & Pop Culture,How do you experience concerts or live events (On Weekends)?,Right in the middle of the pit taking in the energy,Standing near the back with clear sightlines and space,Recording aesthetic clips for memory keepsakes,Completely immersed with phone tucked away in pocket,Enjoying the sound and people-watching the crowd,Prefer high-end studio recordings over live chaos,Entertainment
605,Entertainment & Pop Culture,How do you experience concerts or live events (With Strangers)?,Right in the middle of the pit taking in the energy,Standing near the back with clear sightlines and space,Recording aesthetic clips for memory keepsakes,Completely immersed with phone tucked away in pocket,Enjoying the sound and people-watching the crowd,Prefer high-end studio recordings over live chaos,Entertainment
606,Entertainment & Pop Culture,How do you experience concerts or live events (With Inner Circle)?,Right in the middle of the pit taking in the energy,Standing near the back with clear sightlines and space,Recording aesthetic clips for memory keepsakes,Completely immersed with phone tucked away in pocket,Enjoying the sound and people-watching the crowd,Prefer high-end studio recordings over live chaos,Entertainment
607,Entertainment & Pop Culture,How do you experience concerts or live events (Looking Back)?,Right in the middle of the pit taking in the energy,Standing near the back with clear sightlines and space,Recording aesthetic clips for memory keepsakes,Completely immersed with phone tucked away in pocket,Enjoying the sound and people-watching the crowd,Prefer high-end studio recordings over live chaos,Entertainment
608,Entertainment & Pop Culture,How do you experience concerts or live events (Looking Ahead)?,Right in the middle of the pit taking in the energy,Standing near the back with clear sightlines and space,Recording aesthetic clips for memory keepsakes,Completely immersed with phone tucked away in pocket,Enjoying the sound and people-watching the crowd,Prefer high-end studio recordings over live chaos,Entertainment
609,Entertainment & Pop Culture,How do you experience concerts or live events (Raw Instinct)?,Right in the middle of the pit taking in the energy,Standing near the back with clear sightlines and space,Recording aesthetic clips for memory keepsakes,Completely immersed with phone tucked away in pocket,Enjoying the sound and people-watching the crowd,Prefer high-end studio recordings over live chaos,Entertainment
610,Entertainment & Pop Culture,How do you experience concerts or live events (Calculated)?,Right in the middle of the pit taking in the energy,Standing near the back with clear sightlines and space,Recording aesthetic clips for memory keepsakes,Completely immersed with phone tucked away in pocket,Enjoying the sound and people-watching the crowd,Prefer high-end studio recordings over live chaos,Entertainment
611,Entertainment & Pop Culture,How do you experience concerts or live events (Deep Focus)?,Right in the middle of the pit taking in the energy,Standing near the back with clear sightlines and space,Recording aesthetic clips for memory keepsakes,Completely immersed with phone tucked away in pocket,Enjoying the sound and people-watching the crowd,Prefer high-end studio recordings over live chaos,Entertainment
612,Entertainment & Pop Culture,How do you experience concerts or live events (Late Night)?,Right in the middle of the pit taking in the energy,Standing near the back with clear sightlines and space,Recording aesthetic clips for memory keepsakes,Completely immersed with phone tucked away in pocket,Enjoying the sound and people-watching the crowd,Prefer high-end studio recordings over live chaos,Entertainment
613,Entertainment & Pop Culture,How do you experience concerts or live events (Social Vibe)?,Right in the middle of the pit taking in the energy,Standing near the back with clear sightlines and space,Recording aesthetic clips for memory keepsakes,Completely immersed with phone tucked away in pocket,Enjoying the sound and people-watching the crowd,Prefer high-end studio recordings over live chaos,Entertainment
614,Entertainment & Pop Culture,How do you experience concerts or live events (Solo Mode)?,Right in the middle of the pit taking in the energy,Standing near the back with clear sightlines and space,Recording aesthetic clips for memory keepsakes,Completely immersed with phone tucked away in pocket,Enjoying the sound and people-watching the crowd,Prefer high-end studio recordings over live chaos,Entertainment
615,Entertainment & Pop Culture,How do you experience concerts or live events (Real Talk)?,Right in the middle of the pit taking in the energy,Standing near the back with clear sightlines and space,Recording aesthetic clips for memory keepsakes,Completely immersed with phone tucked away in pocket,Enjoying the sound and people-watching the crowd,Prefer high-end studio recordings over live chaos,Entertainment
616,Entertainment & Pop Culture,What aesthetic appeals to you the most visually (Perspective A)?,Dark mode glassmorphism with neon accents,Clean minimalist Scandinavian monochrome,Retro vaporwave and 90s nostalgia,Cyberpunk industrial with exposed hardware,Earthy tones with wood and lush greenery,High-contrast sporty street culture,Entertainment
617,Entertainment & Pop Culture,What aesthetic appeals to you the most visually (Perspective B)?,Dark mode glassmorphism with neon accents,Clean minimalist Scandinavian monochrome,Retro vaporwave and 90s nostalgia,Cyberpunk industrial with exposed hardware,Earthy tones with wood and lush greenery,High-contrast sporty street culture,Entertainment
618,Entertainment & Pop Culture,What aesthetic appeals to you the most visually (In High-Stress)?,Dark mode glassmorphism with neon accents,Clean minimalist Scandinavian monochrome,Retro vaporwave and 90s nostalgia,Cyberpunk industrial with exposed hardware,Earthy tones with wood and lush greenery,High-contrast sporty street culture,Entertainment
619,Entertainment & Pop Culture,What aesthetic appeals to you the most visually (On Weekends)?,Dark mode glassmorphism with neon accents,Clean minimalist Scandinavian monochrome,Retro vaporwave and 90s nostalgia,Cyberpunk industrial with exposed hardware,Earthy tones with wood and lush greenery,High-contrast sporty street culture,Entertainment
620,Entertainment & Pop Culture,What aesthetic appeals to you the most visually (With Strangers)?,Dark mode glassmorphism with neon accents,Clean minimalist Scandinavian monochrome,Retro vaporwave and 90s nostalgia,Cyberpunk industrial with exposed hardware,Earthy tones with wood and lush greenery,High-contrast sporty street culture,Entertainment
621,Entertainment & Pop Culture,What aesthetic appeals to you the most visually (With Inner Circle)?,Dark mode glassmorphism with neon accents,Clean minimalist Scandinavian monochrome,Retro vaporwave and 90s nostalgia,Cyberpunk industrial with exposed hardware,Earthy tones with wood and lush greenery,High-contrast sporty street culture,Entertainment
622,Entertainment & Pop Culture,What aesthetic appeals to you the most visually (Looking Back)?,Dark mode glassmorphism with neon accents,Clean minimalist Scandinavian monochrome,Retro vaporwave and 90s nostalgia,Cyberpunk industrial with exposed hardware,Earthy tones with wood and lush greenery,High-contrast sporty street culture,Entertainment
623,Entertainment & Pop Culture,What aesthetic appeals to you the most visually (Looking Ahead)?,Dark mode glassmorphism with neon accents,Clean minimalist Scandinavian monochrome,Retro vaporwave and 90s nostalgia,Cyberpunk industrial with exposed hardware,Earthy tones with wood and lush greenery,High-contrast sporty street culture,Entertainment
624,Entertainment & Pop Culture,What aesthetic appeals to you the most visually (Raw Instinct)?,Dark mode glassmorphism with neon accents,Clean minimalist Scandinavian monochrome,Retro vaporwave and 90s nostalgia,Cyberpunk industrial with exposed hardware,Earthy tones with wood and lush greenery,High-contrast sporty street culture,Entertainment
625,Entertainment & Pop Culture,What aesthetic appeals to you the most visually (Calculated)?,Dark mode glassmorphism with neon accents,Clean minimalist Scandinavian monochrome,Retro vaporwave and 90s nostalgia,Cyberpunk industrial with exposed hardware,Earthy tones with wood and lush greenery,High-contrast sporty street culture,Entertainment
626,Entertainment & Pop Culture,What aesthetic appeals to you the most visually (Deep Focus)?,Dark mode glassmorphism with neon accents,Clean minimalist Scandinavian monochrome,Retro vaporwave and 90s nostalgia,Cyberpunk industrial with exposed hardware,Earthy tones with wood and lush greenery,High-contrast sporty street culture,Entertainment
627,Entertainment & Pop Culture,What aesthetic appeals to you the most visually (Late Night)?,Dark mode glassmorphism with neon accents,Clean minimalist Scandinavian monochrome,Retro vaporwave and 90s nostalgia,Cyberpunk industrial with exposed hardware,Earthy tones with wood and lush greenery,High-contrast sporty street culture,Entertainment
628,Entertainment & Pop Culture,What aesthetic appeals to you the most visually (Social Vibe)?,Dark mode glassmorphism with neon accents,Clean minimalist Scandinavian monochrome,Retro vaporwave and 90s nostalgia,Cyberpunk industrial with exposed hardware,Earthy tones with wood and lush greenery,High-contrast sporty street culture,Entertainment
629,Entertainment & Pop Culture,What aesthetic appeals to you the most visually (Solo Mode)?,Dark mode glassmorphism with neon accents,Clean minimalist Scandinavian monochrome,Retro vaporwave and 90s nostalgia,Cyberpunk industrial with exposed hardware,Earthy tones with wood and lush greenery,High-contrast sporty street culture,Entertainment
630,Entertainment & Pop Culture,What aesthetic appeals to you the most visually (Real Talk)?,Dark mode glassmorphism with neon accents,Clean minimalist Scandinavian monochrome,Retro vaporwave and 90s nostalgia,Cyberpunk industrial with exposed hardware,Earthy tones with wood and lush greenery,High-contrast sporty street culture,Entertainment
631,Stress & Conflict Handling,"When tension flares up in a group, what is your instinct (Perspective A)?",Make a dry or witty remark to defuse the heat,Step in as the rational mediator finding middle ground,Stay completely quiet and let them exhaust themselves,Call out the root issue directly without sugarcoating,Physically step away until heads cool down,Side privately with the person who has the facts,Conflict
632,Stress & Conflict Handling,"When tension flares up in a group, what is your instinct (Perspective B)?",Make a dry or witty remark to defuse the heat,Step in as the rational mediator finding middle ground,Stay completely quiet and let them exhaust themselves,Call out the root issue directly without sugarcoating,Physically step away until heads cool down,Side privately with the person who has the facts,Conflict
633,Stress & Conflict Handling,"When tension flares up in a group, what is your instinct (In High-Stress)?",Make a dry or witty remark to defuse the heat,Step in as the rational mediator finding middle ground,Stay completely quiet and let them exhaust themselves,Call out the root issue directly without sugarcoating,Physically step away until heads cool down,Side privately with the person who has the facts,Conflict
634,Stress & Conflict Handling,"When tension flares up in a group, what is your instinct (On Weekends)?",Make a dry or witty remark to defuse the heat,Step in as the rational mediator finding middle ground,Stay completely quiet and let them exhaust themselves,Call out the root issue directly without sugarcoating,Physically step away until heads cool down,Side privately with the person who has the facts,Conflict
635,Stress & Conflict Handling,"When tension flares up in a group, what is your instinct (With Strangers)?",Make a dry or witty remark to defuse the heat,Step in as the rational mediator finding middle ground,Stay completely quiet and let them exhaust themselves,Call out the root issue directly without sugarcoating,Physically step away until heads cool down,Side privately with the person who has the facts,Conflict
636,Stress & Conflict Handling,"When tension flares up in a group, what is your instinct (With Inner Circle)?",Make a dry or witty remark to defuse the heat,Step in as the rational mediator finding middle ground,Stay completely quiet and let them exhaust themselves,Call out the root issue directly without sugarcoating,Physically step away until heads cool down,Side privately with the person who has the facts,Conflict
637,Stress & Conflict Handling,"When tension flares up in a group, what is your instinct (Looking Back)?",Make a dry or witty remark to defuse the heat,Step in as the rational mediator finding middle ground,Stay completely quiet and let them exhaust themselves,Call out the root issue directly without sugarcoating,Physically step away until heads cool down,Side privately with the person who has the facts,Conflict
638,Stress & Conflict Handling,"When tension flares up in a group, what is your instinct (Looking Ahead)?",Make a dry or witty remark to defuse the heat,Step in as the rational mediator finding middle ground,Stay completely quiet and let them exhaust themselves,Call out the root issue directly without sugarcoating,Physically step away until heads cool down,Side privately with the person who has the facts,Conflict
639,Stress & Conflict Handling,"When tension flares up in a group, what is your instinct (Raw Instinct)?",Make a dry or witty remark to defuse the heat,Step in as the rational mediator finding middle ground,Stay completely quiet and let them exhaust themselves,Call out the root issue directly without sugarcoating,Physically step away until heads cool down,Side privately with the person who has the facts,Conflict
640,Stress & Conflict Handling,"When tension flares up in a group, what is your instinct (Calculated)?",Make a dry or witty remark to defuse the heat,Step in as the rational mediator finding middle ground,Stay completely quiet and let them exhaust themselves,Call out the root issue directly without sugarcoating,Physically step away until heads cool down,Side privately with the person who has the facts,Conflict
641,Stress & Conflict Handling,"When tension flares up in a group, what is your instinct (Deep Focus)?",Make a dry or witty remark to defuse the heat,Step in as the rational mediator finding middle ground,Stay completely quiet and let them exhaust themselves,Call out the root issue directly without sugarcoating,Physically step away until heads cool down,Side privately with the person who has the facts,Conflict
