code,mode,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,archetype_title
5908,similarity,4,0,2,4,3,5,3,0,3,0,The Aesthetic Rover
5909,similarity,2,1,0,2,0,0,4,0,5,2,The Pure Creator
5910,similarity,4,5,0,1,4,5,5,5,3,3,The Midnight Coder
5911,similarity,2,0,5,0,1,1,4,4,0,5,The Quiet Observer
5912,similarity,0,4,5,4,5,2,5,3,2,1,The Aesthetic Rover
5913,similarity,4,5,0,3,5,3,0,0,5,4,The Direct Idealist
5914,similarity,0,3,4,2,2,2,5,5,1,0,The Midnight Coder
5915,similarity,4,4,4,0,0,4,0,5,4,2,The Calm Strategist
5916,similarity,2,2,3,5,3,5,1,4,0,5,The Focused Builder
5917,similarity,4,3,3,3,3,0,0,3,4,1,The Free Spirit
5918,similarity,2,1,4,2,0,2,2,2,1,3,The Spontaneous Socialite
5919,similarity,0,2,2,1,4,1,3,1,3,3,The Calm Strategist
5920,similarity,4,0,2,5,2,2,2,1,0,0,The Aesthetic Rover
5921,similarity,0,0,1,4,1,4,3,4,2,2,The Free Spirit
5922,similarity,4,5,1,3,5,5,4,3,5,4,The Midnight Coder
5923,similarity,2,5,1,3,2,4,5,2,1,1,The Quiet Observer
5924,similarity,4,4,0,2,0,0,4,1,5,3,The Minimalist Architect
5925,similarity,2,2,0,0,0,1,5,0,0,5,The Grounded Loyalist
5926,similarity,0,3,1,5,3,2,0,0,4,2,The Midnight Coder
5927,similarity,2,1,5,4,1,4,5,5,1,4,The Direct Idealist
5928,similarity,0,2,5,2,4,3,0,4,3,4,The Minimalist Architect
5929,similarity,4,0,4,1,2,4,2,1,0,1,The Free Spirit
5930,similarity,2,1,4,0,2,5,1,0,2,3,The Spontaneous Socialite
5931,similarity,4,5,5,4,5,1,2,0,0,5,The Pure Creator
5932,similarity,2,0,3,3,3,0,3,5,1,2,The Digital Nomad
5933,similarity,0,4,3,1,0,1,4,4,5,4,The Free Spirit
5934,similarity,2,4,2,0,0,3,3,3,0,0,The Aesthetic Rover
5935,similarity,0,3,2,5,3,4,4,2,4,2,The Pure Creator
5936,similarity,4,3,2,3,1,3,5,1,1,5,The Minimalist Architect
5937,similarity,2,2,1,2,5,5,4,5,3,5,The Grounded Loyalist
5938,similarity,4,2,1,0,4,0,5,4,1,1,The Focused Builder
5939,similarity,2,1,2,5,2,1,0,3,2,4,The Direct Idealist
5940,similarity,0,5,0,4,5,3,0,2,0,0,The Minimalist Architect
5941,similarity,2,0,0,2,3,2,1,1,1,2,The Calm Strategist
5942,similarity,0,4,5,1,3,3,2,0,5,5,The Focused Builder
5943,similarity,4,5,5,0,0,4,3,0,2,1,The Pure Creator
5944,similarity,2,3,0,4,4,0,2,5,4,3,The Digital Nomad
5945,similarity,4,4,4,3,1,5,3,2,2,4,The Quiet Observer
5946,similarity,2,2,4,1,5,0,4,1,3,0,The Aesthetic Rover
5947,similarity,0,2,3,0,5,2,3,0,1,2,The Pure Creator
5948,similarity,2,1,3,5,2,3,4,0,2,5,The Midnight Coder
5949,similarity,0,1,4,5,0,4,5,5,0,1,The Quiet Observer
5950,similarity,4,0,2,4,3,4,4,4,2,3,The Focused Builder
5951,similarity,0,0,2,3,3,5,0,3,5,5,The Grounded Loyalist
5952,similarity,4,5,1,1,1,0,1,2,3,2,The Spontaneous Socialite
5953,similarity,2,5,1,0,4,2,2,5,4,4,The Calm Strategist
5954,similarity,0,4,1,4,2,1,1,5,2,4,The Focused Builder
5955,similarity,2,4,0,3,1,2,2,4,3,1,The Free Spirit
5956,similarity,0,3,0,2,5,4,3,3,1,3,The Spontaneous Socialite
5957,similarity,4,1,1,0,2,5,2,2,3,5,The Quiet Observer
5958,similarity,0,1,5,5,0,4,3,1,0,2,The Digital Nomad
5959,similarity,4,0,5,4,4,5,4,1,4,4,The Grounded Loyalist
5960,similarity,2,0,4,2,3,1,3,0,5,0,The Midnight Coder
5961,similarity,0,5,4,1,1,2,5,3,3,3,The Quiet Observer
5962,similarity,2,5,5,5,4,3,0,2,4,5,The Minimalist Architect
5963,similarity,0,4,3,4,2,3,1,1,2,5,The Grounded Loyalist
5964,similarity,4,4,3,3,2,4,0,0,4,2,The Spontaneous Socialite
5965,similarity,0,3,2,1,5,5,1,0,1,4,The Direct Idealist
5966,similarity,4,3,2,0,3,1,2,5,3,0,The Digital Nomad
5967,similarity,2,2,2,4,0,0,1,4,0,2,The Free Spirit
5968,similarity,0,2,1,3,0,1,2,1,4,5,The Spontaneous Socialite
5969,similarity,2,1,1,2,4,3,3,0,5,1,The Pure Creator
5970,similarity,0,1,2,0,1,4,2,0,3,3,The Digital Nomad
5971,similarity,4,5,0,5,5,5,3,5,5,0,The Grounded Loyalist
5972,similarity,0,0,0,4,4,4,5,4,2,0,The Aesthetic Rover
5973,similarity,4,4,5,2,2,0,0,3,4,2,The Direct Idealist
5974,similarity,2,3,5,3,5,1,5,2,1,5,The Minimalist Architect
5975,similarity,4,3,0,1,3,2,0,1,3,1,The Calm Strategist
5976,similarity,2,2,4,0,1,2,1,5,0,3,The Focused Builder
5977,similarity,0,2,4,5,0,3,0,4,4,0,The Direct Idealist
5978,similarity,4,1,3,3,4,4,1,3,0,2,The Digital Nomad
5979,similarity,0,1,3,2,1,0,2,2,3,4,The Calm Strategist
5980,similarity,4,0,3,1,5,5,1,1,5,1,The Aesthetic Rover
5981,similarity,2,0,2,5,5,0,2,0,2,1,The Pure Creator
5982,similarity,4,5,2,4,2,2,3,0,4,3,The Midnight Coder
5983,similarity,2,5,1,2,0,3,5,5,1,5,The Quiet Observer
5984,similarity,0,3,1,1,3,4,4,2,5,2,The Aesthetic Rover
5985,similarity,4,4,1,0,3,4,5,1,1,4,The Direct Idealist
5986,similarity,0,2,0,4,1,5,0,0,4,0,The Midnight Coder
5987,similarity,4,3,0,3,4,0,5,0,0,3,The Calm Strategist
5988,similarity,2,1,1,2,2,1,0,5,3,5,The Focused Builder
5989,similarity,4,2,5,0,1,1,1,4,5,5,The Free Spirit
5990,similarity,2,0,5,5,5,2,0,3,3,2,The Spontaneous Socialite
5991,similarity,0,5,4,3,3,3,1,2,4,4,The Calm Strategist
5992,similarity,4,5,4,2,0,5,2,5,2,0,The Aesthetic Rover
5993,similarity,0,4,5,1,4,0,3,5,5,3,The Free Spirit
5994,similarity,4,4,3,5,3,5,3,4,1,5,The Midnight Coder
5995,similarity,2,3,3,4,1,1,4,3,4,1,The Quiet Observer
5996,similarity,4,3,2,2,4,2,5,2,0,4,The Minimalist Architect
5997,similarity,2,1,2,1,2,3,4,1,4,0,The Grounded Loyalist
5998,similarity,0,2,2,0,2,3,5,1,5,0,The Midnight Coder
5999,similarity,2,0,1,4,5,4,0,0,3,2,The Direct Idealist
6000,similarity,0,1,1,5,3,5,5,3,0,5,The Minimalist Architect
6001,similarity,4,5,2,4,0,0,0,2,2,1,The Free Spirit
6002,similarity,2,0,0,2,0,2,1,1,5,3,The Spontaneous Socialite
6003,similarity,4,4,0,1,4,1,2,0,1,0,The Pure Creator
6004,similarity,2,5,5,5,1,2,1,0,5,2,The Digital Nomad
6005,similarity,0,3,5,4,5,4,3,5,0,4,The Free Spirit
6006,similarity,2,2,0,3,4,5,4,4,4,1,The Aesthetic Rover
6007,similarity,0,2,4,1,2,4,3,3,5,1,The Pure Creator
6008,similarity,3,1,4,0,0,0,4,0,3,3,The Grounded Loyalist
6009,similarity,1,1,3,5,3,1,5,5,0,0,The Midnight Coder
6010,similarity,3,5,3,3,1,2,4,5,2,2,The Direct Idealist
6011,similarity,1,0,3,2,0,2,5,4,0,4,The Minimalist Architect
6012,similarity,5,4,2,0,4,3,0,3,1,1,The Free Spirit
6013,similarity,1,5,2,5,1,4,1,2,5,3,The Focused Builder
6014,similarity,5,3,3,4,5,0,0,1,0,5,The Pure Creator
6015,similarity,3,4,1,2,5,1,2,1,4,1,The Digital Nomad
6016,similarity,1,2,1,1,2,0,3,4,5,2,The Free Spirit
6017,similarity,3,3,0,0,0,1,2,3,3,4,The Aesthetic Rover
6018,similarity,1,1,0,4,3,3,3,2,1,0,The Pure Creator
6019,similarity,5,2,1,3,3,4,4,1,2,3,The Minimalist Architect
6020,similarity,1,0,5,1,1,3,3,0,0,5,The Quiet Observer
6021,similarity,5,1,5,0,4,5,4,0,1,1,The Focused Builder
6022,similarity,3,5,4,5,2,0,5,5,5,4,The Direct Idealist
6023,similarity,5,3,4,3,5,1,0,4,0,0,The Spontaneous Socialite
6024,similarity,3,4,5,2,5,3,5,1,4,2,The Calm Strategist
6025,similarity,1,2,3,2,3,2,0,0,2,3,The Focused Builder
6026,similarity,5,3,3,1,0,3,2,0,3,5,The Pure Creator
6027,similarity,1,1,2,0,4,5,1,5,1,1,The Spontaneous Socialite
6028,similarity,5,2,2,4,3,0,2,4,2,3,The Quiet Observer
6029,similarity,3,0,2,3,1,5,3,3,0,0,The Aesthetic Rover
6030,similarity,5,1,1,2,5,0,2,2,1,2,The Grounded Loyalist
6031,similarity,3,5,1,0,2,2,3,5,5,4,The Midnight Coder
6032,similarity,1,0,2,5,2,3,4,5,1,1,The Quiet Observer
6033,similarity,5,4,0,3,5,2,3,4,4,1,The Focused Builder
6034,similarity,1,5,0,2,3,4,4,3,2,3,The Grounded Loyalist
6035,similarity,5,3,5,1,0,5,5,2,3,0,The Spontaneous Socialite
6036,similarity,3,3,5,5,0,0,0,1,1,2,The Calm Strategist
6037,similarity,5,2,0,4,4,2,0,0,3,4,The Digital Nomad
6038,similarity,3,2,4,3,1,1,1,0,0,1,The Free Spirit
6039,similarity,1,1,4,1,5,2,2,3,2,3,The Spontaneous Socialite
6040,similarity,5,5,3,0,2,4,1,2,5,5,The Quiet Observer
6041,similarity,1,0,3,4,2,5,2,1,3,2,The Digital Nomad
6042,similarity,5,4,3,3,0,4,3,0,4,2,The Grounded Loyalist
6043,similarity,3,5,2,2,3,0,2,0,2,4,The Midnight Coder
6044,similarity,5,3,2,0,1,1,3,5,4,0,The Direct Idealist
6045,similarity,3,4,3,5,0,2,4,4,1,3,The Minimalist Architect
6046,similarity,1,2,1,4,4,3,5,3,3,5,The Grounded Loyalist
6047,similarity,3,3,1,2,2,3,4,0,0,1,The Focused Builder
6048,similarity,1,1,0,1,5,4,0,5,2,4,The Direct Idealist
6049,similarity,5,1,0,5,5,5,1,5,5,0,The Digital Nomad
6050,similarity,3,0,1,0,2,1,0,4,3,2,The Free Spirit
6051,similarity,5,0,5,5,0,0,1,3,5,3,The Aesthetic Rover
6052,similarity,3,5,5,3,3,1,2,2,2,5,The Pure Creator
6053,similarity,1,5,4,2,3,3,1,1,4,1,The Digital Nomad
6054,similarity,3,4,4,0,1,4,2,1,1,4,The Quiet Observer
6055,similarity,1,2,4,5,4,3,3,4,3,0,The Aesthetic Rover
6056,similarity,5,3,3,4,2,5,4,3,0,2,The Direct Idealist
6057,similarity,3,1,3,2,5,0,3,2,2,5,The Minimalist Architect
6058,similarity,5,2,2,1,5,1,4,1,0,1,The Calm Strategist
6059,similarity,3,0,2,0,3,2,0,0,3,3,The Focused Builder
6060,similarity,1,1,2,4,0,2,5,0,5,3,The Direct Idealist
6061,similarity,3,5,1,3,4,3,0,5,2,0,The Spontaneous Socialite
6062,similarity,1,5,1,1,3,4,1,4,4,2,The Calm Strategist
6063,similarity,5,4,2,0,1,0,0,1,1,4,The Aesthetic Rover
6064,similarity,3,4,0,5,5,5,1,0,3,1,The Pure Creator
6065,similarity,5,3,0,3,2,0,2,0,1,3,The Midnight Coder
6066,similarity,3,3,5,2,2,2,3,5,4,5,The Quiet Observer
6067,similarity,1,2,5,1,5,3,2,4,0,2,The Aesthetic Rover
6068,similarity,3,2,0,5,3,4,3,3,3,2,The Grounded Loyalist
6069,similarity,1,1,4,4,0,4,4,2,5,4,The Midnight Coder
6070,similarity,5,1,4,2,4,5,4,1,2,1,The Calm Strategist
6071,similarity,1,0,3,1,4,0,5,5,4,3,The Minimalist Architect
6072,similarity,5,4,3,0,1,2,0,4,2,5,The Free Spirit
6073,similarity,3,5,3,4,5,1,5,3,3,2,The Spontaneous Socialite
6074,similarity,1,3,2,3,2,2,0,2,1,4,The Calm Strategist
6075,similarity,3,3,2,2,2,3,1,1,4,0,The Digital Nomad
6076,similarity,1,2,3,2,0,5,2,0,0,2,The Free Spirit
6077,similarity,5,2,1,1,3,4,1,0,4,3,The Midnight Coder
6078,similarity,1,1,1,5,1,5,2,5,5,5,The Pure Creator
6079,similarity,5,1,0,4,0,1,3,2,3,1,The Minimalist Architect
6080,similarity,3,0,0,3,4,2,3,1,4,4,The Grounded Loyalist
6081,similarity,1,0,1,1,2,3,4,0,2,0,The Midnight Coder
6082,similarity,3,5,5,0,5,3,5,0,3,2,The Direct Idealist
6083,similarity,1,5,5,4,5,4,4,5,1,5,The Minimalist Architect
6084,similarity,5,4,4,3,2,5,5,4,5,1,The Free Spirit
6085,similarity,1,4,4,2,0,1,0,3,0,3,The Focused Builder
6086,similarity,5,3,4,0,4,0,1,0,4,4,The Pure Creator
6087,similarity,3,3,3,5,1,1,0,5,5,0,The Digital Nomad
6088,similarity,1,1,3,4,1,2,1,5,3,2,The Free Spirit
6089,similarity,3,0,4,2,4,4,2,4,4,5,The Aesthetic Rover
6090,similarity,1,0,2,1,2,5,1,3,2,1,The Pure Creator
6091,similarity,5,5,2,5,5,4,3,2,0,3,The Minimalist Architect
6092,similarity,1,5,1,4,5,0,4,1,1,5,The Quiet Observer
6093,similarity,5,4,1,3,3,1,3,1,5,2,The Focused Builder
6094,similarity,3,4,2,1,0,2,4,4,0,4,The Direct Idealist
6095,similarity,5,3,0,0,4,2,5,3,4,4,The Spontaneous Socialite
6096,similarity,3,3,0,5,3,3,0,2,5,1,The Calm Strategist
6097,similarity,1,2,5,3,1,4,5,1,3,3,The Focused Builder
6098,similarity,5,2,5,2,5,0,0,0,5,5,The Pure Creator
6099,similarity,1,1,0,0,2,1,1,0,2,2,The Spontaneous Socialite
6100,similarity,5,1,4,5,2,0,0,5,0,4,The Quiet Observer
6101,similarity,3,5,4,0,5,2,1,4,1,0,The Aesthetic Rover
6102,similarity,5,0,3,4,3,3,3,1,5,3,The Grounded Loyalist
6103,similarity,3,4,3,3,1,4,2,0,0,5,The Midnight Coder
6104,similarity,1,3,3,1,4,3,3,5,4,5,The Quiet Observer
6105,similarity,5,3,2,0,4,5,4,5,0,2,The Focused Builder
6106,similarity,1,2,2,5,1,0,5,4,3,4,The Grounded Loyalist
6107,similarity,5,2,3,3,5,1,4,3,1,0,The Spontaneous Socialite
6108,similarity,3,1,1,2,2,1,5,2,2,2,The Calm Strategist
6109,similarity,5,1,1,1,2,2,0,1,0,5,The Digital Nomad
6110,similarity,3,0,0,5,0,3,5,5,1,1,The Free Spirit
6111,similarity,1,0,0,4,3,5,0,4,5,3,The Spontaneous Socialite
6112,similarity,5,4,1,2,1,0,1,3,1,4,The Quiet Observer
6113,similarity,1,5,5,1,0,5,1,2,4,0,The Digital Nomad
6114,similarity,5,3,5,0,4,1,2,1,0,2,The Grounded Loyalist
6115,similarity,3,4,4,4,2,2,3,0,3,5,The Midnight Coder
6116,similarity,5,2,4,3,5,3,4,0,1,1,The Direct Idealist
6117,similarity,3,3,4,2,3,2,3,5,2,3,The Minimalist Architect
6118,similarity,1,1,3,0,2,4,4,2,0,0,The Grounded Loyalist
6119,similarity,3,2,3,5,0,5,5,1,2,2,The Focused Builder
6120,similarity,1,0,4,3,4,0,4,0,5,4,The Direct Idealist
6121,similarity,5,5,2,2,1,2,5,0,1,5,The Digital Nomad
6122,similarity,2,5,2,1,1,1,0,5,4,1,The Spontaneous Socialite
6123,similarity,4,4,1,5,4,2,5,4,0,3,The Pure Creator
6124,similarity,2,4,1,4,2,4,1,3,4,5,The Digital Nomad
6125,similarity,0,2,2,3,0,5,2,2,1,2,The Free Spirit
6126,similarity,2,3,0,3,5,4,3,5,3,4,The Aesthetic Rover
6127,similarity,0,1,0,2,3,0,2,5,0,0,The Pure Creator
6128,similarity,4,2,5,0,0,1,3,4,2,3,The Minimalist Architect
6129,similarity,2,0,5,5,4,2,4,3,5,5,The Grounded Loyalist
6130,similarity,4,1,5,4,3,2,3,2,1,5,The Focused Builder
6131,similarity,2,5,4,2,1,3,4,1,5,2,The Direct Idealist
6132,similarity,0,0,4,1,5,4,5,0,2,4,The Minimalist Architect
6133,similarity,2,4,3,5,2,5,4,0,4,0,The Calm Strategist
6134,similarity,0,5,3,4,0,1,0,3,1,3,The Focused Builder
6135,similarity,4,3,3,3,5,0,1,2,3,5,The Pure Creator
6136,similarity,2,4,2,1,3,1,2,1,0,1,The Digital Nomad
6137,similarity,4,2,2,0,1,3,1,0,2,4,The Quiet Observer
6138,similarity,2,0,3,5,4,4,2,0,0,0,The Aesthetic Rover
6139,similarity,0,1,1,3,4,3,3,5,1,0,The Pure Creator
6140,similarity,2,5,1,2,1,5,2,4,5,2,The Midnight Coder
6141,similarity,0,0,0,0,5,0,3,1,2,5,The Quiet Observer
6142,similarity,4,4,0,5,3,1,4,0,4,1,The Focused Builder
6143,similarity,0,5,1,4,2,3,3,5,1,3,The Grounded Loyalist
6144,similarity,4,3,5,2,0,2,4,5,3,0,The Spontaneous Socialite
6145,similarity,2,4,5,1,3,3,0,4,1,2,The Calm Strategist
6146,similarity,0,2,4,0,1,4,1,3,2,4,The Focused Builder
6147,similarity,2,3,4,4,0,0,0,2,0,1,The Free Spirit
6148,similarity,0,1,4,3,4,5,1,1,3,1,The Spontaneous Socialite
6149,similarity,4,2,3,1,2,0,2,5,5,3,The Quiet Observer
6150,similarity,0,0,3,0,5,2,1,4,2,0,The Digital Nomad
6151,similarity,4,0,4,5,3,3,2,3,4,2,The Grounded Loyalist
6152,similarity,2,5,2,5,2,2,3,2,2,4,The Midnight Coder
6153,similarity,0,5,2,4,0,4,2,1,3,1,The Quiet Observer
6154,similarity,2,4,1,3,4,5,3,0,1,3,The Minimalist Architect
6155,similarity,0,2,1,1,1,0,4,0,2,5,The Grounded Loyalist
6156,similarity,4,3,2,0,1,2,4,5,0,5,The Spontaneous Socialite
6157,similarity,0,1,0,4,4,1,5,2,3,2,The Direct Idealist
6158,similarity,4,2,0,3,2,2,0,1,5,4,The Digital Nomad
6159,similarity,2,0,5,2,0,4,1,0,3,0,The Free Spirit
6160,similarity,0,1,5,0,5,5,0,0,4,3,The Spontaneous Socialite
6161,similarity,2,5,5,5,3,4,1,5,2,5,The Pure Creator
6162,similarity,0,0,4,3,0,5,2,4,3,1,The Digital Nomad
6163,similarity,4,4,4,2,4,1,1,3,1,4,The Grounded Loyalist
6164,similarity,0,4,5,1,2,2,2,2,3,0,The Aesthetic Rover
6165,similarity,4,3,3,5,1,3,3,5,0,0,The Direct Idealist
6166,similarity,2,3,3,4,5,3,2,5,4,3,The Minimalist Architect
6167,similarity,4,2,2,3,2,4,4,4,5,5,The Calm Strategist
6168,similarity,2,2,2,1,0,5,5,3,3,1,The Focused Builder
6169,similarity,0,1,3,0,5,1,0,2,4,4,The Direct Idealist
6170,similarity,4,5,1,4,3,0,5,1,2,0,The Digital Nomad
6171,similarity,0,0,1,3,1,1,0,0,4,2,The Calm Strategist
6172,similarity,4,4,0,2,4,3,1,0,1,4,The Aesthetic Rover
6173,similarity,2,5,0,0,4,4,0,3,5,1,The Pure Creator
6174,similarity,4,3,1,5,1,5,1,2,0,1,The Midnight Coder
6175,similarity,2,4,5,4,5,5,2,1,4,3,The Quiet Observer
6176,similarity,0,2,5,2,3,0,1,0,5,0,The Aesthetic Rover
6177,similarity,4,2,4,3,2,1,2,0,3,2,The Direct Idealist
6178,similarity,0,1,4,1,0,2,4,5,5,4,The Midnight Coder
6179,similarity,4,1,4,0,3,2,5,4,2,1,The Calm Strategist
6180,similarity,2,0,3,5,1,3,4,3,4,3,The Focused Builder
6181,similarity,4,0,3,3,5,4,5,0,1,5,The Free Spirit
6182,similarity,2,5,4,2,4,0,0,5,5,2,The Spontaneous Socialite
6183,similarity,0,5,2,1,2,5,5,5,0,2,The Calm Strategist
6184,similarity,4,4,2,5,5,0,0,4,4,4,The Aesthetic Rover
6185,similarity,0,4,1,4,3,2,1,3,0,0,The Free Spirit
6186,similarity,4,3,1,2,2,3,0,2,3,3,The Midnight Coder
6187,similarity,2,1,2,1,0,4,1,1,5,5,The Quiet Observer
6188,similarity,4,2,0,0,4,4,2,1,2,1,The Minimalist Architect
6189,similarity,2,0,0,4,1,5,4,4,0,4,The Grounded Loyalist
6190,similarity,0,0,5,3,1,0,3,3,1,0,The Midnight Coder
6191,similarity,4,5,5,1,4,1,4,2,5,0,The Calm Strategist
6192,similarity,0,5,5,0,2,1,5,1,1,3,The Minimalist Architect
6193,similarity,4,4,4,5,0,2,4,0,4,5,The Free Spirit
6194,similarity,2,4,4,3,5,3,5,0,0,1,The Spontaneous Socialite
6195,similarity,4,3,5,2,3,5,0,5,3,4,The Pure Creator
6196,similarity,2,3,3,1,0,0,5,2,5,0,The Digital Nomad
6197,similarity,0,2,3,5,4,5,0,1,2,2,The Free Spirit
6198,similarity,2,2,2,4,2,1,1,0,0,5,The Aesthetic Rover
6199,similarity,0,1,2,2,1,2,3,5,2,1,The Pure Creator
6200,similarity,4,1,3,1,5,3,2,5,5,1,The Minimalist Architect
6201,similarity,2,0,1,0,2,3,3,4,1,3,The Grounded Loyalist
6202,similarity,4,0,1,4,0,4,4,3,4,0,The Focused Builder
6203,similarity,2,4,0,5,0,5,3,2,0,2,The Direct Idealist
6204,similarity,0,3,0,4,3,1,4,5,4,4,The Minimalist Architect
6205,similarity,2,3,0,2,1,0,5,5,5,1,The Calm Strategist
6206,similarity,0,2,5,1,4,1,4,4,3,3,The Focused Builder
6207,similarity,4,2,5,5,4,2,5,3,0,5,The Pure Creator
6208,similarity,2,1,4,4,1,4,0,2,2,2,The Digital Nomad
6209,similarity,4,1,4,3,5,5,1,1,5,2,The Quiet Observer
6210,similarity,2,0,4,1,3,4,1,0,1,4,The Aesthetic Rover
6211,similarity,0,0,3,0,0,0,2,0,5,1,The Pure Creator
6212,similarity,2,5,3,5,0,1,3,3,0,3,The Midnight Coder
6213,similarity,0,5,4,3,3,2,2,2,4,5,The Quiet Observer
6214,similarity,4,4,2,2,1,2,3,1,1,2,The Focused Builder
6215,similarity,2,4,2,0,5,3,4,0,3,4,The Direct Idealist
6216,similarity,4,2,1,5,4,4,3,0,0,0,The Spontaneous Socialite
6217,similarity,2,3,1,4,2,0,4,5,2,2,The Calm Strategist
6218,similarity,0,1,2,2,5,1,5,4,0,3,The Focused Builder
6219,similarity,2,0,0,1,3,0,0,3,1,5,The Free Spirit
6220,similarity,0,0,0,5,3,1,5,0,5,1,The Spontaneous Socialite
6221,similarity,4,5,5,4,0,3,1,5,0,4,The Quiet Observer
6222,similarity,0,5,5,3,4,4,2,5,4,0,The Digital Nomad
6223,similarity,4,4,5,1,1,3,1,4,1,2,The Grounded Loyalist
6224,similarity,2,4,4,0,1,5,2,3,3,5,The Midnight Coder
6225,similarity,0,3,4,5,4,0,3,2,1,1,The Quiet Observer
6226,similarity,2,3,5,3,2,1,2,1,2,3,The Minimalist Architect
6227,similarity,0,2,3,2,0,1,3,0,0,4,The Grounded Loyalist
6228,similarity,4,2,3,2,3,2,4,4,1,0,The Spontaneous Socialite
6229,similarity,0,0,2,1,3,3,5,3,5,2,The Direct Idealist
6230,similarity,4,1,2,0,0,5,4,2,0,5,The Digital Nomad
6231,similarity,2,5,3,4,4,0,5,1,4,1,The Free Spirit
6232,similarity,0,0,1,3,2,5,1,0,2,3,The Spontaneous Socialite
6233,similarity,2,4,1,2,1,1,0,0,3,5,The Pure Creator
6234,similarity,0,5,0,0,5,2,1,5,1,2,The Digital Nomad
6235,similarity,4,3,0,5,2,3,2,4,2,2,The Grounded Loyalist
6236,similarity,5,2,0,3,0,2,1,1,0,4,The Direct Idealist
6237,similarity,3,2,5,2,0,4,2,0,1,1,The Minimalist Architect
6238,similarity,1,1,5,1,3,5,3,5,5,3,The Grounded Loyalist
6239,similarity,5,1,4,5,1,0,4,5,3,5,The Spontaneous Socialite
6240,similarity,1,0,4,4,4,2,3,4,4,2,The Direct Idealist
6241,similarity,5,0,4,3,4,1,4,3,2,4,The Digital Nomad
6242,similarity,3,4,3,1,2,2,5,2,3,0,The Free Spirit
6243,similarity,5,5,3,0,5,4,5,1,1,3,The Aesthetic Rover
6244,similarity,3,3,4,4,3,5,0,5,2,3,The Pure Creator
6245,similarity,1,4,2,3,0,4,1,4,0,5,The Digital Nomad
6246,similarity,3,2,2,2,0,0,0,3,2,2,The Quiet Observer
6247,similarity,1,3,1,0,3,1,1,2,5,4,The Aesthetic Rover
6248,similarity,5,1,1,5,1,2,2,1,3,0,The Direct Idealist
6249,similarity,3,2,2,3,5,3,3,0,4,2,The Minimalist Architect
6250,similarity,5,0,0,2,4,3,2,0,2,5,The Calm Strategist
6251,similarity,3,1,0,1,2,4,3,3,4,1,The Focused Builder
6252,similarity,1,5,5,5,5,5,4,2,1,3,The Direct Idealist
6253,similarity,3,4,5,0,3,1,4,1,3,4,The Spontaneous Socialite
6254,similarity,1,4,5,5,3,0,5,0,0,0,The Calm Strategist
6255,similarity,5,2,4,3,0,1,0,0,4,2,The Aesthetic Rover
6256,similarity,3,3,4,2,4,3,5,5,5,5,The Pure Creator
6257,similarity,5,1,5,0,1,4,0,4,3,1,The Midnight Coder
6258,similarity,3,2,3,5,5,3,1,3,5,3,The Quiet Observer
6259,similarity,1,0,3,4,5,5,2,0,2,0,The Aesthetic Rover
6260,similarity,3,1,2,2,2,0,1,5,4,2,The Grounded Loyalist
6261,similarity,1,5,2,1,0,1,2,5,1,4,The Midnight Coder
6262,similarity,5,0,3,0,3,3,3,4,3,5,The Calm Strategist
6263,similarity,3,4,1,4,3,2,2,3,0,1,The Focused Builder
6264,similarity,5,5,1,3,0,3,4,2,4,3,The Free Spirit
6265,similarity,3,3,0,1,4,4,5,1,0,5,The Spontaneous Socialite
6266,similarity,1,3,0,0,2,0,4,0,3,2,The Calm Strategist
6267,similarity,3,2,0,5,1,5,5,4,5,4,The Digital Nomad
6268,similarity,1,2,5,3,5,0,0,3,2,0,The Free Spirit
6269,similarity,5,1,5,2,2,2,5,2,4,3,The Midnight Coder
6270,similarity,1,5,0,1,0,3,0,1,1,5,The Pure Creator
6271,similarity,5,0,4,5,0,4,1,0,3,5,The Minimalist Architect
6272,similarity,3,4,4,4,3,4,2,0,1,2,The Grounded Loyalist
6273,similarity,1,5,3,2,1,5,1,5,4,4,The Midnight Coder
6274,similarity,3,3,3,1,4,0,2,4,0,0,The Direct Idealist
6275,similarity,1,4,4,0,2,2,4,1,3,3,The Minimalist Architect
6276,similarity,5,2,2,4,2,1,3,0,5,5,The Free Spirit
6277,similarity,1,3,2,3,5,2,4,5,2,1,The Focused Builder
6278,similarity,5,1,1,1,3,3,5,5,4,4,The Pure Creator
6279,similarity,3,1,1,2,0,5,4,4,2,4,The Digital Nomad
6280,similarity,1,0,1,1,0,4,5,3,5,0,The Free Spirit
6281,similarity,3,0,0,5,4,5,0,2,1,2,The Aesthetic Rover
6282,similarity,1,5,0,4,1,1,1,1,4,5,The Pure Creator
6283,similarity,5,5,5,3,5,2,0,5,0,1,The Minimalist Architect
6284,similarity,1,4,5,1,4,3,1,4,3,3,The Quiet Observer
6285,similarity,5,2,5,0,2,3,2,3,5,0,The Focused Builder
6286,similarity,3,3,4,4,5,4,2,2,3,2,The Direct Idealist
6287,similarity,1,1,4,3,3,5,3,1,4,4,The Minimalist Architect
6288,similarity,3,2,5,2,3,1,4,0,2,5,The Calm Strategist
6289,similarity,1,0,3,0,0,0,3,0,5,1,The Focused Builder
6290,similarity,5,1,3,5,4,1,4,5,1,3,The Pure Creator
